"Step","DDPG_short_test_track_pixel - return_train","DDPG_short_test_track_pixel - return_train__MIN","DDPG_short_test_track_pixel - return_train__MAX"
"498","2.8799999524","2.8799999524","2.8799999524"
"499","1.1099999752","1.1099999752","1.1099999752"
"500","3.549999943","3.549999943","3.549999943"
"501","0.0399999991","0.0399999991","0.0399999991"
"502","0","0","0"
"503","0.7999999821","0.7999999821","0.7999999821"
"504","2.2099999785","2.2099999785","2.2099999785"
"505","0.2199999951","0.2199999951","0.2199999951"
"506","0.3799999915","0.3799999915","0.3799999915"
"507","0.7399999835","0.7399999835","0.7399999835"
"508","0.0299999993","0.0299999993","0.0299999993"
"509","6.1999999397","6.1999999397","6.1999999397"
"510","0","0","0"
"511","0","0","0"
"512","0","0","0"
"513","1.9399999678","1.9399999678","1.9399999678"
"514","0.2099999953","0.2099999953","0.2099999953"
"515","0.939999979","0.939999979","0.939999979"
"516","0","0","0"
"517","0.2399999946","0.2399999946","0.2399999946"
"518","0.3899999913","0.3899999913","0.3899999913"
"519","0.3099999931","0.3099999931","0.3099999931"
"520","0","0","0"
"521","4.7399999034","4.7399999034","4.7399999034"
"522","1.9199999571","1.9199999571","1.9199999571"
"523","0.2099999953","0.2099999953","0.2099999953"
"524","0.3899999913","0.3899999913","0.3899999913"
"525","0.2199999951","0.2199999951","0.2199999951"
"526","0.2599999942","0.2599999942","0.2599999942"
"527","2.2599999495","2.2599999495","2.2599999495"
"528","0","0","0"
"529","0.669999985","0.669999985","0.669999985"
"530","0.939999979","0.939999979","0.939999979"
"531","0.0099999998","0.0099999998","0.0099999998"
"532","0.179999996","0.179999996","0.179999996"
"533","0","0","0"
"534","0","0","0"
"535","0","0","0"
"536","0","0","0"
"537","2.7399999537","2.7399999537","2.7399999537"
"538","1.899999965","1.899999965","1.899999965"
"539","1.9499999713","1.9499999713","1.9499999713"
"540","0.5399999879","0.5399999879","0.5399999879"
"541","0.0199999996","0.0199999996","0.0199999996"
"542","0.7999999821","0.7999999821","0.7999999821"
"543","0","0","0"
"544","0","0","0"
"545","0.3199999928","0.3199999928","0.3199999928"
"546","0","0","0"
"547","1.029999977","1.029999977","1.029999977"
"548","0.0599999987","0.0599999987","0.0599999987"
"549","0.6799999848","0.6799999848","0.6799999848"
"550","0","0","0"
"551","0","0","0"
"552","0.1299999971","0.1299999971","0.1299999971"
"553","1.9699999709","1.9699999709","1.9699999709"
"554","0","0","0"
"555","0.0099999998","0.0099999998","0.0099999998"
"556","0","0","0"
"557","0.1999999955","0.1999999955","0.1999999955"
"558","4.709999945","4.709999945","4.709999945"
"559","0","0","0"
"560","3.1199999414","3.1199999414","3.1199999414"
"561","0.8299999814","0.8299999814","0.8299999814"
"562","4.719999969","4.719999969","4.719999969"
"563","1.4499999825","1.4499999825","1.4499999825"
"564","0.1999999955","0.1999999955","0.1999999955"
"565","0","0","0"
"566","1.3699999787","1.3699999787","1.3699999787"
"567","0.7399999835","0.7399999835","0.7399999835"
"568","1.469999969","1.469999969","1.469999969"
"569","0.2999999933","0.2999999933","0.2999999933"
"570","0","0","0"
"571","2.1599999573","2.1599999573","2.1599999573"
"572","0","0","0"
"573","2.3699999489","2.3699999489","2.3699999489"
"574","2.7899999749","2.7899999749","2.7899999749"
"575","0.8399999812","0.8399999812","0.8399999812"
"576","3.7599999327","3.7599999327","3.7599999327"
"577","3.6299999189","3.6299999189","3.6299999189"
"578","0","0","0"
"579","1.6199999638","1.6199999638","1.6199999638"
"580","0.0199999996","0.0199999996","0.0199999996"
"581","0","0","0"
"582","3.5099999607","3.5099999607","3.5099999607"
"583","1.3699999694","1.3699999694","1.3699999694"
"584","0.1699999962","0.1699999962","0.1699999962"
"585","0.2299999949","0.2299999949","0.2299999949"
"586","0.0299999993","0.0299999993","0.0299999993"
"587","1.8699999768","1.8699999768","1.8699999768"
"588","0.0299999993","0.0299999993","0.0299999993"
"589","1.8199999686","1.8199999686","1.8199999686"
"590","0","0","0"
"591","2.0699999537","2.0699999537","2.0699999537"
"592","2.2499999497","2.2499999497","2.2499999497"
"593","0.3799999915","0.3799999915","0.3799999915"
"594","0","0","0"
"595","0.1899999958","0.1899999958","0.1899999958"
"596","0.8199999817","0.8199999817","0.8199999817"
"597","1.78999996","1.78999996","1.78999996"
"598","0.7699999828","0.7699999828","0.7699999828"
"599","1.4499999676","1.4499999676","1.4499999676"
"600","2.4199999776","2.4199999776","2.4199999776"
"601","0.1499999966","0.1499999966","0.1499999966"
"602","0.1899999958","0.1899999958","0.1899999958"
"603","2.1199999563","2.1199999563","2.1199999563"
"604","0.0099999998","0.0099999998","0.0099999998"
"605","1.1099999789","1.1099999789","1.1099999789"
"606","1.2799999714","1.2799999714","1.2799999714"
"607","0","0","0"
"608","0.5899999868","0.5899999868","0.5899999868"
"609","0.089999998","0.089999998","0.089999998"
"610","1.5899999645","1.5899999645","1.5899999645"
"611","0.4699999895","0.4699999895","0.4699999895"
"612","0.6099999864","0.6099999864","0.6099999864"
"613","0.3399999924","0.3399999924","0.3399999924"
"614","1.2599999718","1.2599999718","1.2599999718"
"615","0.1299999971","0.1299999971","0.1299999971"
"616","0","0","0"
"617","0.0499999989","0.0499999989","0.0499999989"
"618","1.0499999765","1.0499999765","1.0499999765"
"619","0.0499999989","0.0499999989","0.0499999989"
"620","0.1399999969","0.1399999969","0.1399999969"
"621","0.2899999935","0.2899999935","0.2899999935"
"622","3.1599999741","3.1599999741","3.1599999741"
"623","1.7599999625","1.7599999625","1.7599999625"
"624","0","0","0"
"625","0.1999999955","0.1999999955","0.1999999955"
"626","0.1499999966","0.1499999966","0.1499999966"
"627","0","0","0"
"628","0.0999999978","0.0999999978","0.0999999978"
"629","0.4499999899","0.4499999899","0.4499999899"
"630","0","0","0"
"631","0","0","0"
"632","0","0","0"
"633","0","0","0"
"634","1.0399999768","1.0399999768","1.0399999768"
"635","0","0","0"
"636","0.9299999792","0.9299999792","0.9299999792"
"637","1.0199999772","1.0199999772","1.0199999772"
"638","0.2899999935","0.2899999935","0.2899999935"
"639","0.8299999814","0.8299999814","0.8299999814"
"640","0.0199999996","0.0199999996","0.0199999996"
"641","0.7899999842","0.7899999842","0.7899999842"
"642","0.4199999906","0.4199999906","0.4199999906"
"643","0","0","0"
"644","0.0699999984","0.0699999984","0.0699999984"
"645","0","0","0"
"646","0.4799999893","0.4799999893","0.4799999893"
"647","0.3299999926","0.3299999926","0.3299999926"
"648","0","0","0"
"649","0","0","0"
"650","0.2099999953","0.2099999953","0.2099999953"
"651","0.5299999882","0.5299999882","0.5299999882"
"652","0","0","0"
"653","1.7999999728","1.7999999728","1.7999999728"
"654","0.8899999801","0.8899999801","0.8899999801"
"655","1.4099999722","1.4099999722","1.4099999722"
"656","0.0299999993","0.0299999993","0.0299999993"
"657","2.639999954","2.639999954","2.639999954"
"658","0.9899999779","0.9899999779","0.9899999779"
"659","0.7999999821","0.7999999821","0.7999999821"
"660","0.1199999973","0.1199999973","0.1199999973"
"661","0.5699999873","0.5699999873","0.5699999873"
"662","7.6499999017","7.6499999017","7.6499999017"
"663","0","0","0"
"664","0.359999992","0.359999992","0.359999992"
"665","0","0","0"
"666","0.1999999955","0.1999999955","0.1999999955"
"667","0.0599999987","0.0599999987","0.0599999987"
"668","0.5599999875","0.5599999875","0.5599999875"
"669","4.1599999927","4.1599999927","4.1599999927"
"670","0.0399999991","0.0399999991","0.0399999991"
"671","0.5299999882","0.5299999882","0.5299999882"
"672","0.8699999806","0.8699999806","0.8699999806"
"673","0","0","0"
"674","1.1299999822","1.1299999822","1.1299999822"
"675","0","0","0"
"676","4.1999999378","4.1999999378","4.1999999378"
"677","0.6499999855","0.6499999855","0.6499999855"
"678","1.7799999602","1.7799999602","1.7799999602"
"679","0.7399999835","0.7399999835","0.7399999835"
"680","0.4099999927","0.4099999927","0.4099999927"
"681","1.0899999756","1.0899999756","1.0899999756"
"682","0","0","0"
"683","0.0299999993","0.0299999993","0.0299999993"
"684","0","0","0"
"685","7.8199999519","7.8199999519","7.8199999519"
"686","0.1599999964","0.1599999964","0.1599999964"
"687","0.0999999978","0.0999999978","0.0999999978"
"688","2.8999999501","2.8999999501","2.8999999501"
"689","4.3399999365","4.3399999365","4.3399999365"
"690","0.9799999781","0.9799999781","0.9799999781"
"691","0","0","0"
"692","0.8799999803","0.8799999803","0.8799999803"
"693","1.4099999759","1.4099999759","1.4099999759"
"694","0","0","0"
"695","0.8299999814","0.8299999814","0.8299999814"
"696","0","0","0"
"697","0","0","0"
"698","1.5399999674","1.5399999674","1.5399999674"
"699","1.5299999695","1.5299999695","1.5299999695"
"700","4.1999999247","4.1999999247","4.1999999247"
"701","0.5899999868","0.5899999868","0.5899999868"
"702","0.3699999917","0.3699999917","0.3699999917"
"703","0","0","0"
"704","0.8299999814","0.8299999814","0.8299999814"
"705","0.2599999942","0.2599999942","0.2599999942"
"706","0","0","0"
"707","2.2999999523","2.2999999523","2.2999999523"
"708","0","0","0"
"709","2.3999999464","2.3999999464","2.3999999464"
"710","0","0","0"
"711","0.0399999991","0.0399999991","0.0399999991"
"712","0.0099999998","0.0099999998","0.0099999998"
"713","2.6499999817","2.6499999817","2.6499999817"
"714","1.7099999618","1.7099999618","1.7099999618"
"715","0","0","0"
"716","0.0999999978","0.0999999978","0.0999999978"
"717","1.5299999658","1.5299999658","1.5299999658"
"718","2.5999999437","2.5999999437","2.5999999437"
"719","5.0199999176","5.0199999176","5.0199999176"
"720","1.8799999598","1.8799999598","1.8799999598"
"721","5.0899999421","5.0899999421","5.0899999421"
"722","0","0","0"
"723","0.1499999966","0.1499999966","0.1499999966"
"724","3.3399999402","3.3399999402","3.3399999402"
"725","1.6799999718","1.6799999718","1.6799999718"
"726","0","0","0"
"727","1.599999968","1.599999968","1.599999968"
"728","0","0","0"
"729","0.9699999783","0.9699999783","0.9699999783"
"730","0.9799999781","0.9799999781","0.9799999781"
"731","3.9499999601","3.9499999601","3.9499999601"
"732","0.6399999857","0.6399999857","0.6399999857"
"733","0.0299999993","0.0299999993","0.0299999993"
"734","0","0","0"
"735","0","0","0"
"736","0","0","0"
"737","0.569999991","0.569999991","0.569999991"
"738","0","0","0"
"739","2.2999999598","2.2999999598","2.2999999598"
"740","0.3799999915","0.3799999915","0.3799999915"
"741","0.0199999996","0.0199999996","0.0199999996"
"742","0","0","0"
"743","0","0","0"
"744","0.4599999897","0.4599999897","0.4599999897"
"745","0.0799999982","0.0799999982","0.0799999982"
"746","4.4899999388","4.4899999388","4.4899999388"
"747","0.0099999998","0.0099999998","0.0099999998"
"748","0","0","0"
"749","4.7599999271","4.7599999271","4.7599999271"
"750","0.2799999937","0.2799999937","0.2799999937"
"751","0","0","0"
"752","0.489999989","0.489999989","0.489999989"
"753","0.5899999868","0.5899999868","0.5899999868"
"754","0.0499999989","0.0499999989","0.0499999989"
"755","5.2699999344","5.2699999344","5.2699999344"
"756","0","0","0"
"757","0.7499999832","0.7499999832","0.7499999832"
"758","0.7699999828","0.7699999828","0.7699999828"
"759","0","0","0"
"760","0.0299999993","0.0299999993","0.0299999993"
"761","0","0","0"
"762","1.5099999718","1.5099999718","1.5099999718"
"763","4.1499999445","4.1499999445","4.1499999445"
"764","0.6999999844","0.6999999844","0.6999999844"
"765","1.1399999745","1.1399999745","1.1399999745"
"766","0","0","0"
"767","0.1399999969","0.1399999969","0.1399999969"
"768","0.1699999962","0.1699999962","0.1699999962"
"769","2.7999999635","2.7999999635","2.7999999635"
"770","0.3399999924","0.3399999924","0.3399999924"
"771","1.5599999651","1.5599999651","1.5599999651"
"772","0.2499999944","0.2499999944","0.2499999944"
"773","0","0","0"
"774","0.1099999975","0.1099999975","0.1099999975"
"775","0","0","0"
"776","0.2399999946","0.2399999946","0.2399999946"
"777","2.9299999364","2.9299999364","2.9299999364"
"778","0.939999979","0.939999979","0.939999979"
"779","0.179999996","0.179999996","0.179999996"
"780","0.0999999978","0.0999999978","0.0999999978"
"781","0.089999998","0.089999998","0.089999998"
"782","0.2499999944","0.2499999944","0.2499999944"
"783","0.3999999911","0.3999999911","0.3999999911"
"784","0","0","0"
"785","0.7199999839","0.7199999839","0.7199999839"
"786","0","0","0"
"787","0","0","0"
"788","1.6499999631","1.6499999631","1.6499999631"
"789","2.4699999616","2.4699999616","2.4699999616"
"790","0.0599999987","0.0599999987","0.0599999987"
"791","0","0","0"
"792","0.1199999973","0.1199999973","0.1199999973"
"793","0","0","0"
"794","0","0","0"
"795","0","0","0"
"796","0.1099999975","0.1099999975","0.1099999975"
"797","0.6899999846","0.6899999846","0.6899999846"
"798","0.089999998","0.089999998","0.089999998"
"799","0","0","0"
"800","0.179999996","0.179999996","0.179999996"
"801","3.0499999598","3.0499999598","3.0499999598"
"802","0","0","0"
"803","0","0","0"
"804","2.4099999666","2.4099999666","2.4099999666"
"805","0.8399999812","0.8399999812","0.8399999812"
"806","0.4499999899","0.4499999899","0.4499999899"
"807","0.6199999861","0.6199999861","0.6199999861"
"808","4.8399999738","4.8399999738","4.8399999738"
"809","0.0199999996","0.0199999996","0.0199999996"
"810","0","0","0"
"811","3.9299999271","3.9299999271","3.9299999271"
"812","3.2299999464","3.2299999464","3.2299999464"
"813","0","0","0"
"814","0","0","0"
"815","0","0","0"
"816","0","0","0"
"817","0","0","0"
"818","0.4599999897","0.4599999897","0.4599999897"
"819","0.1199999973","0.1199999973","0.1199999973"
"820","0.3199999928","0.3199999928","0.3199999928"
"821","0","0","0"
"822","0.0199999996","0.0199999996","0.0199999996"
"823","0.0499999989","0.0499999989","0.0499999989"
"824","0","0","0"
"825","0.2599999942","0.2599999942","0.2599999942"
"826","0.0199999996","0.0199999996","0.0199999996"
"827","0.5899999868","0.5899999868","0.5899999868"
"828","0.4399999902","0.4399999902","0.4399999902"
"829","0.1499999966","0.1499999966","0.1499999966"
"830","0.0699999984","0.0699999984","0.0699999984"
"831","0.8899999801","0.8899999801","0.8899999801"
"832","0.6499999855","0.6499999855","0.6499999855"
"833","1.0199999772","1.0199999772","1.0199999772"
"834","0.579999987","0.579999987","0.579999987"
"835","1.6399999633","1.6399999633","1.6399999633"
"836","1.7999999598","1.7999999598","1.7999999598"
"837","1.1699999738","1.1699999738","1.1699999738"
"838","0","0","0"
"839","0.1399999969","0.1399999969","0.1399999969"
"840","0.9999999776","0.9999999776","0.9999999776"
"841","1.5399999712","1.5399999712","1.5399999712"
"842","1.7399999648","1.7399999648","1.7399999648"
"843","0.3699999917","0.3699999917","0.3699999917"
"844","2.2799999882","2.2799999882","2.2799999882"
"845","0.7499999832","0.7499999832","0.7499999832"
"846","0","0","0"
"847","0.0299999993","0.0299999993","0.0299999993"
"848","0","0","0"
"849","3.0999999549","3.0999999549","3.0999999549"
"850","5.4099999052","5.4099999052","5.4099999052"
"851","0.4099999908","0.4099999908","0.4099999908"
"852","0.7399999835","0.7399999835","0.7399999835"
"853","0.1899999958","0.1899999958","0.1899999958"
"854","4.1399999447","4.1399999447","4.1399999447"
"855","0.0499999989","0.0499999989","0.0499999989"
"856","1.5399999749","1.5399999749","1.5399999749"
"857","0","0","0"
"858","0.7399999835","0.7399999835","0.7399999835"
"859","0.0299999993","0.0299999993","0.0299999993"
"860","0","0","0"
"861","2.9999999553","2.9999999553","2.9999999553"
"862","0.089999998","0.089999998","0.089999998"
"863","0","0","0"
"864","2.0099999607","2.0099999607","2.0099999607"
"865","0","0","0"
"866","3.5299999453","3.5299999453","3.5299999453"
"867","0","0","0"
"868","1.6499999799","1.6499999799","1.6499999799"
"869","1.3299999796","1.3299999796","1.3299999796"
"870","0.0299999993","0.0299999993","0.0299999993"
"871","1.4299999736","1.4299999736","1.4299999736"
"872","0","0","0"
"873","0.0199999996","0.0199999996","0.0199999996"
"874","0.3799999915","0.3799999915","0.3799999915"
"875","0","0","0"
"876","0","0","0"
"877","0.0199999996","0.0199999996","0.0199999996"
"878","0","0","0"
"879","0.3199999928","0.3199999928","0.3199999928"
"880","0","0","0"
"881","0","0","0"
"882","0.0099999998","0.0099999998","0.0099999998"
"883","0.0199999996","0.0199999996","0.0199999996"
"884","1.8499999624","1.8499999624","1.8499999624"
"885","0.2799999937","0.2799999937","0.2799999937"
"886","0","0","0"
"887","0.5599999875","0.5599999875","0.5599999875"
"888","3.1899999529","3.1899999529","3.1899999529"
"889","0","0","0"
"890","0","0","0"
"891","2.1599999517","2.1599999517","2.1599999517"
"892","0.2999999933","0.2999999933","0.2999999933"
"893","0","0","0"
"894","1.5399999656","1.5399999656","1.5399999656"
"895","0.4999999888","0.4999999888","0.4999999888"
"896","0.8299999814","0.8299999814","0.8299999814"
"897","0.0199999996","0.0199999996","0.0199999996"
"898","0.6099999864","0.6099999864","0.6099999864"
"899","3.1599999387","3.1599999387","3.1599999387"
"900","0.1099999975","0.1099999975","0.1099999975"
"901","0.489999989","0.489999989","0.489999989"
"902","0.2799999937","0.2799999937","0.2799999937"
"903","1.3599999771","1.3599999771","1.3599999771"
"904","0.3999999911","0.3999999911","0.3999999911"
"905","0.0799999982","0.0799999982","0.0799999982"
"906","2.3599999808","2.3599999808","2.3599999808"
"907","2.9899999555","2.9899999555","2.9899999555"
"908","1.8699999582","1.8699999582","1.8699999582"
"909","1.1899999753","1.1899999753","1.1899999753"
"910","4.2099999953","4.2099999953","4.2099999953"
"911","0","0","0"
"912","0","0","0"
"913","1.3399999812","1.3399999812","1.3399999812"
"914","0.0299999993","0.0299999993","0.0299999993"
"915","0.1999999955","0.1999999955","0.1999999955"
"916","0","0","0"
"917","0.3699999917","0.3699999917","0.3699999917"
"918","0.269999994","0.269999994","0.269999994"
"919","1.0699999761","1.0699999761","1.0699999761"
"920","0","0","0"
"921","0","0","0"
"922","1.8399999663","1.8399999663","1.8399999663"
"923","0.0099999998","0.0099999998","0.0099999998"
"924","0.1699999962","0.1699999962","0.1699999962"
"925","0.4599999897","0.4599999897","0.4599999897"
"926","3.6799999401","3.6799999401","3.6799999401"
"927","3.6799999401","3.6799999401","3.6799999401"
"928","0.3999999911","0.3999999911","0.3999999911"
"929","0.5899999868","0.5899999868","0.5899999868"
"930","0.0399999991","0.0399999991","0.0399999991"
"931","0","0","0"
"932","1.6999999695","1.6999999695","1.6999999695"
"933","0.0599999987","0.0599999987","0.0599999987"
"934","0.1099999975","0.1099999975","0.1099999975"
"935","1.1899999734","1.1899999734","1.1899999734"
"936","0.0299999993","0.0299999993","0.0299999993"
"937","4.7999999318","4.7999999318","4.7999999318"
"938","0.9499999788","0.9499999788","0.9499999788"
"939","0.2599999942","0.2599999942","0.2599999942"
"940","0","0","0"
"941","1.5799999647","1.5799999647","1.5799999647"
"942","0","0","0"
"943","0","0","0"
"944","4.2999999356","4.2999999356","4.2999999356"
"945","0.0399999991","0.0399999991","0.0399999991"
"946","0.3799999915","0.3799999915","0.3799999915"
"947","2.0299999565","2.0299999565","2.0299999565"
"948","0","0","0"
"949","0","0","0"
"950","0.889999982","0.889999982","0.889999982"
"951","0.5499999877","0.5499999877","0.5499999877"
"952","0.759999983","0.759999983","0.759999983"
"953","0.5099999886","0.5099999886","0.5099999886"
"954","1.2299999725","1.2299999725","1.2299999725"
"955","0.2399999946","0.2399999946","0.2399999946"
"956","0","0","0"
"957","1.2299999781","1.2299999781","1.2299999781"
"958","0","0","0"
"959","1.3199999779","1.3199999779","1.3199999779"
"960","0.3699999917","0.3699999917","0.3699999917"
"961","0","0","0"
"962","0.4099999908","0.4099999908","0.4099999908"
"963","0.2599999942","0.2599999942","0.2599999942"
"964","0.2099999953","0.2099999953","0.2099999953"
"965","0.2599999942","0.2599999942","0.2599999942"
"966","0.1199999973","0.1199999973","0.1199999973"
"967","1.0599999763","1.0599999763","1.0599999763"
"968","0.489999989","0.489999989","0.489999989"
"969","0","0","0"
"970","1.2699999735","1.2699999735","1.2699999735"
"971","0.0599999987","0.0599999987","0.0599999987"
"972","1.6599999722","1.6599999722","1.6599999722"
"973","0.0299999993","0.0299999993","0.0299999993"
"974","0","0","0"
"975","0","0","0"
"976","1.0699999761","1.0699999761","1.0699999761"
"977","0.8699999806","0.8699999806","0.8699999806"
"978","0","0","0"
"979","0","0","0"
"980","2.7999999374","2.7999999374","2.7999999374"
"981","1.5899999645","1.5899999645","1.5899999645"
"982","0.1899999958","0.1899999958","0.1899999958"
"983","4.0599999465","4.0599999465","4.0599999465"
"984","1.1199999768","1.1199999768","1.1199999768"
"985","1.7899999712","1.7899999712","1.7899999712"
"986","0.0499999989","0.0499999989","0.0499999989"
"987","0","0","0"
"988","0.3899999913","0.3899999913","0.3899999913"
"989","0.2899999935","0.2899999935","0.2899999935"
"990","0.5999999866","0.5999999866","0.5999999866"
"991","2.5299999639","2.5299999639","2.5299999639"
"992","0.4399999902","0.4399999902","0.4399999902"
"993","2.8499999437","2.8499999437","2.8499999437"
"994","0.4499999899","0.4499999899","0.4499999899"
"995","0.1299999971","0.1299999971","0.1299999971"
"996","0.2999999933","0.2999999933","0.2999999933"
"997","0.2799999937","0.2799999937","0.2799999937"
"998","0","0","0"
"999","0","0","0"