"Step","SAC_single_critic_short_test_track_pixel - return_train","SAC_single_critic_short_test_track_pixel - return_train__MIN","SAC_single_critic_short_test_track_pixel - return_train__MAX"
"512","9.7800000329","9.7800000329","9.7800000329"
"513","9.429999955","9.429999955","9.429999955"
"514","29.8199998699","29.8199998699","29.8199998699"
"515","6.4700000063","6.4700000063","6.4700000063"
"516","29.6999999993","29.6999999993","29.6999999993"
"517","24.0399998911","24.0399998911","24.0399998911"
"518","24.0399998911","24.0399998911","24.0399998911"
"519","29.0499999356","29.0499999356","29.0499999356"
"520","22.2599999011","22.2599999011","22.2599999011"
"521","22.2599999011","22.2599999011","22.2599999011"
"522","148.250002671","148.250002671","148.250002671"
"523","148.250002671","148.250002671","148.250002671"
"524","148.2899980266","148.2899980266","148.2899980266"
"525","23.6699999422","23.6699999422","23.6699999422"
"526","23.759999888","23.759999888","23.759999888"
"527","32.2399999201","32.2399999201","32.2399999201"
"528","32.2399999201","32.2399999201","32.2399999201"
"529","30.35999991","30.35999991","30.35999991"
"530","30.35999991","30.35999991","30.35999991"
"531","148.2600014675","148.2600014675","148.2600014675"
"532","148.2600014675","148.2600014675","148.2600014675"
"533","33.8499997295","33.8499997295","33.8499997295"
"534","22.8899999838","22.8899999838","22.8899999838"
"535","29.0999998692","29.0999998692","29.0999998692"
"536","29.0999998692","29.0999998692","29.0999998692"
"537","148.2100025471","148.2100025471","148.2100025471"
"538","28.3499998543","28.3499998543","28.3499998543"
"539","28.3499998543","28.3499998543","28.3499998543"
"540","22.2799998932","22.2799998932","22.2799998932"
"541","34.5099998359","34.5099998359","34.5099998359"
"542","34.5099998359","34.5099998359","34.5099998359"
"543","148.200001834","148.200001834","148.200001834"
"544","35.1599998362","35.1599998362","35.1599998362"
"545","35.1599998362","35.1599998362","35.1599998362"
"546","33.5999999791","33.5999999791","33.5999999791"
"547","32.5399998911","32.5399998911","32.5399998911"
"548","10.2999999598","10.2999999598","10.2999999598"
"549","148.2299962826","148.2299962826","148.2299962826"
"550","148.2299962826","148.2299962826","148.2299962826"
"551","34.5199999139","34.5199999139","34.5199999139"
"552","34.5199999139","34.5199999139","34.5199999139"
"553","33.8799999114","33.8799999114","33.8799999114"
"554","38.7099999581","38.7099999581","38.7099999581"
"555","27.0999999382","27.0999999382","27.0999999382"
"556","27.0299999416","27.0299999416","27.0299999416"
"557","22.7799999285","22.7799999285","22.7799999285"
"558","22.7799999285","22.7799999285","22.7799999285"
"559","148.2399992589","148.2399992589","148.2399992589"
"560","148.2399992589","148.2399992589","148.2399992589"
"561","23.3299998324","23.3299998324","23.3299998324"
"562","23.3299998324","23.3299998324","23.3299998324"
"563","148.2899970021","148.2899970021","148.2899970021"
"564","148.2899970021","148.2899970021","148.2899970021"
"565","11.2199999616","11.2199999616","11.2199999616"
"566","11.2199999616","11.2199999616","11.2199999616"
"567","9.6899999697","9.6899999697","9.6899999697"
"568","9.6899999697","9.6899999697","9.6899999697"
"569","25.969999874","25.969999874","25.969999874"
"570","25.969999874","25.969999874","25.969999874"
"571","148.2799980883","148.2799980883","148.2799980883"
"572","25.5099998806","25.5099998806","25.5099998806"
"573","25.5099998806","25.5099998806","25.5099998806"
"574","148.2900034897","148.2900034897","148.2900034897"
"575","148.2900034897","148.2900034897","148.2900034897"
"576","34.4199999925","34.4199999925","34.4199999925"
"577","34.4199999925","34.4199999925","34.4199999925"
"578","148.2600003313","148.2600003313","148.2600003313"
"579","148.2600003313","148.2600003313","148.2600003313"
"580","30.6299998313","30.6299998313","30.6299998313"
"581","9.1399999764","9.1399999764","9.1399999764"
"582","9.1399999764","9.1399999764","9.1399999764"
"583","148.2499992717","148.2499992717","148.2499992717"
"584","11.5299999062","11.5299999062","11.5299999062"
"585","33.8199999593","33.8199999593","33.8199999593"
"586","33.8199999593","33.8199999593","33.8199999593"
"587","148.209998453","148.209998453","148.209998453"
"588","35.8199998643","35.8199998643","35.8199998643"
"589","35.8199998643","35.8199998643","35.8199998643"
"590","31.3499998711","31.3499998711","31.3499998711"
"591","34.9599999338","34.9599999338","34.9599999338"
"592","34.2899998762","34.2899998762","34.2899998762"
"593","34.2899998762","34.2899998762","34.2899998762"
"594","31.6199998129","31.6199998129","31.6199998129"
"595","31.6199998129","31.6199998129","31.6199998129"
"596","148.1999996956","148.1999996956","148.1999996956"
"597","148.1999996956","148.1999996956","148.1999996956"
"598","39.3599996641","39.3599996641","39.3599996641"
"599","39.3599996641","39.3599996641","39.3599996641"
"600","148.190001389","148.190001389","148.190001389"
"601","35.3099999111","35.3099999111","35.3099999111"
"602","35.3099999111","35.3099999111","35.3099999111"
"603","31.2099998593","31.2099998593","31.2099998593"
"604","5.8199999444","5.8199999444","5.8199999444"
"605","148.1799982935","148.1799982935","148.1799982935"
"606","11.5199999791","11.5199999791","11.5199999791"
"607","11.5199999791","11.5199999791","11.5199999791"
"608","148.2999978904","148.2999978904","148.2999978904"
"609","148.2999978904","148.2999978904","148.2999978904"
"610","148.2900026366","148.2900026366","148.2900026366"
"611","148.2900026366","148.2900026366","148.2900026366"
"612","148.2700026296","148.2700026296","148.2700026296"
"613","148.2700026296","148.2700026296","148.2700026296"
"614","148.220001746","148.220001746","148.220001746"
"615","148.1900001876","148.1900001876","148.1900001876"
"616","148.1900001876","148.1900001876","148.1900001876"
"617","148.2200016659","148.2200016659","148.2200016659"
"618","148.2200016659","148.2200016659","148.2200016659"
"619","148.289999906","148.289999906","148.289999906"
"620","148.289999906","148.289999906","148.289999906"
"621","148.219998477","148.219998477","148.219998477"
"622","3.0399999693","3.0399999693","3.0399999693"
"623","32.7899999656","32.7899999656","32.7899999656"
"624","148.1800005175","148.1800005175","148.1800005175"
"625","148.1800005175","148.1800005175","148.1800005175"
"626","148.2299991883","148.2299991883","148.2299991883"
"627","148.2299991883","148.2299991883","148.2299991883"
"628","148.2899972368","148.2899972368","148.2899972368"
"629","148.2200013902","148.2200013902","148.2200013902"
"630","148.2200013902","148.2200013902","148.2200013902"
"631","148.2200013902","148.2200013902","148.2200013902"
"632","148.2200034559","148.2200034559","148.2200034559"
"633","25.269999845","25.269999845","25.269999845"
"634","26.6800000016","26.6800000016","26.6800000016"
"635","26.6800000016","26.6800000016","26.6800000016"
"636","148.2000025604","148.2000025604","148.2000025604"
"637","148.2000025604","148.2000025604","148.2000025604"
"638","148.2899993546","148.2899993546","148.2899993546"
"639","148.2800005469","148.2800005469","148.2800005469"
"640","148.2800005469","148.2800005469","148.2800005469"
"641","148.2600003183","148.2600003183","148.2600003183"
"642","148.2899980657","148.2899980657","148.2899980657"
"643","148.2899980657","148.2899980657","148.2899980657"
"644","148.2099984046","148.2099984046","148.2099984046"
"645","148.2099984046","148.2099984046","148.2099984046"
"646","148.180000199","148.180000199","148.180000199"
"647","148.2799984459","148.2799984459","148.2799984459"
"648","148.2799984459","148.2799984459","148.2799984459"
"649","148.2400015406","148.2400015406","148.2400015406"
"650","11.069999963","11.069999963","11.069999963"
"651","23.8099999018","23.8099999018","23.8099999018"
"652","23.8099999018","23.8099999018","23.8099999018"
"653","148.2899980973","148.2899980973","148.2899980973"
"654","148.2899980973","148.2899980973","148.2899980973"
"655","148.2200025693","148.2200025693","148.2200025693"
"656","148.2200025693","148.2200025693","148.2200025693"
"657","148.2399983332","148.2399983332","148.2399983332"
"658","148.2699972261","148.2699972261","148.2699972261"
"659","148.2699972261","148.2699972261","148.2699972261"
"660","148.2000005059","148.2000005059","148.2000005059"
"661","148.2200014498","148.2200014498","148.2200014498"
"662","148.2200014498","148.2200014498","148.2200014498"
"663","148.209996257","148.209996257","148.209996257"
"664","148.209996257","148.209996257","148.209996257"
"665","148.2900026552","148.2900026552","148.2900026552"
"666","148.2600015085","148.2600015085","148.2600015085"
"667","148.2600015085","148.2600015085","148.2600015085"
"668","148.2299961932","148.2299961932","148.2299961932"
"669","21.4999999236","21.4999999236","21.4999999236"
"670","148.2500013318","148.2500013318","148.2500013318"
"671","148.2500013318","148.2500013318","148.2500013318"
"672","148.2300035227","148.2300035227","148.2300035227"
"673","148.2300035227","148.2300035227","148.2300035227"
"674","148.1999991257","148.1999991257","148.1999991257"
"675","148.2900004592","148.2900004592","148.2900004592"
"676","148.2900004592","148.2900004592","148.2900004592"
"677","148.1999995746","148.1999995746","148.1999995746"
"678","148.1999995746","148.1999995746","148.1999995746"
"679","148.2300025038","148.2300025038","148.2300025038"
"680","148.2899980545","148.2899980545","148.2899980545"
"681","148.2899980545","148.2899980545","148.2899980545"
"682","148.2300005946","148.2300005946","148.2300005946"
"683","148.259997122","148.259997122","148.259997122"
"684","24.7799999546","24.7799999546","24.7799999546"
"685","24.7799999546","24.7799999546","24.7799999546"
"686","148.2499971762","148.2499971762","148.2499971762"
"687","22.9199998751","22.9199998751","22.9199998751"
"688","22.9199998751","22.9199998751","22.9199998751"
"689","148.2400005888","148.2400005888","148.2400005888"
"690","148.2699970827","148.2699970827","148.2699970827"
"691","148.2699970827","148.2699970827","148.2699970827"
"692","148.1800013985","148.1800013985","148.1800013985"
"693","148.1800013985","148.1800013985","148.1800013985"
"694","148.2900004815","148.2900004815","148.2900004815"
"695","23.7299999259","23.7299999259","23.7299999259"
"696","23.5499998871","23.5499998871","23.5499998871"
"697","148.290002536","148.290002536","148.290002536"
"698","23.7499999721","23.7499999721","23.7499999721"
"699","23.7499999721","23.7499999721","23.7499999721"
"700","148.2699962799","148.2699962799","148.2699962799"
"701","23.4599999189","23.4599999189","23.4599999189"
"702","23.6099999249","23.6099999249","23.6099999249"
"703","24.2599999569","24.2599999569","24.2599999569"
"704","25.7700000107","25.7700000107","25.7700000107"
"705","148.2799984403","148.2799984403","148.2799984403"
"706","148.2799984403","148.2799984403","148.2799984403"
"707","148.2599971332","148.2599971332","148.2599971332"
"708","148.2599971332","148.2599971332","148.2599971332"
"709","148.2899982948","148.2899982948","148.2899982948"
"710","148.2899983954","148.2899983954","148.2899983954"
"711","21.5699999798","21.5699999798","21.5699999798"
"712","21.5699999798","21.5699999798","21.5699999798"
"713","148.2899962123","148.2899962123","148.2899962123"
"714","148.2899962123","148.2899962123","148.2899962123"
"715","148.2099997792","148.2099997792","148.2099997792"
"716","24.7900000121","24.7900000121","24.7900000121"
"717","19.790000027","19.790000027","19.790000027"
"718","148.2099973317","148.2099973317","148.2099973317"
"719","148.2099973317","148.2099973317","148.2099973317"
"720","148.2900004052","148.2900004052","148.2900004052"
"721","20.1899999343","20.1899999343","20.1899999343"
"722","148.2700014487","148.2700014487","148.2700014487"
"723","148.2700014487","148.2700014487","148.2700014487"
"724","148.2600035854","148.2600035854","148.2600035854"
"725","148.2800007425","148.2800007425","148.2800007425"
"726","148.2800007425","148.2800007425","148.2800007425"
"727","148.2400035467","148.2400035467","148.2400035467"
"728","148.259998519","148.259998519","148.259998519"
"729","148.2899999432","148.2899999432","148.2899999432"
"730","148.2899999432","148.2899999432","148.2899999432"
"731","148.2899990305","148.2899990305","148.2899990305"
"732","148.2899990305","148.2899990305","148.2899990305"
"733","148.2899993397","148.2899993397","148.2899993397"
"734","148.2000033557","148.2000033557","148.2000033557"
"735","148.2000033557","148.2000033557","148.2000033557"
"736","148.2900030576","148.2900030576","148.2900030576"
"737","148.2399987318","148.2399987318","148.2399987318"
"738","148.2399987318","148.2399987318","148.2399987318"
"739","148.2099963911","148.2099963911","148.2099963911"
"740","148.2699972764","148.2699972764","148.2699972764"
"741","148.2699972764","148.2699972764","148.2699972764"
"742","148.260002682","148.260002682","148.260002682"
"743","148.289997261","148.289997261","148.289997261"
"744","148.2900009509","148.2900009509","148.2900009509"
"745","148.289997356","148.289997356","148.289997356"
"746","148.289997356","148.289997356","148.289997356"
"747","148.2100036349","148.2100036349","148.2100036349"
"748","148.2100036349","148.2100036349","148.2100036349"
"749","148.2900036257","148.2900036257","148.2900036257"
"750","148.2699972652","148.2699972652","148.2699972652"
"751","148.289998129","148.289998129","148.289998129"
"752","148.289998129","148.289998129","148.289998129"
"753","148.2899996731","148.2899996731","148.2899996731"
"754","148.230000414","148.230000414","148.230000414"
"755","148.230000414","148.230000414","148.230000414"
"756","148.2399976794","148.2399976794","148.2399976794"
"757","148.2399976794","148.2399976794","148.2399976794"
"758","148.2899998911","148.2899998911","148.2899998911"
"759","148.2899965681","148.2899965681","148.2899965681"
"760","148.2499965634","148.2499965634","148.2499965634"
"761","148.2499965634","148.2499965634","148.2499965634"
"762","148.2899994943","148.2899994943","148.2899994943"
"763","148.2899977937","148.2899977937","148.2899977937"
"764","148.2899977937","148.2899977937","148.2899977937"
"765","148.2899968382","148.2899968382","148.2899968382"
"766","148.2400002293","148.2400002293","148.2400002293"
"767","148.2400002293","148.2400002293","148.2400002293"
"768","148.2700033169","148.2700033169","148.2700033169"
"769","148.2899981197","148.2899981197","148.2899981197"
"770","148.2899981197","148.2899981197","148.2899981197"
"771","148.2900025956","148.2900025956","148.2900025956"
"772","148.2899998054","148.2899998054","148.2899998054"
"773","148.2899998054","148.2899998054","148.2899998054"
"774","148.2900035083","148.2900035083","148.2900035083"
"775","148.2899999972","148.2899999972","148.2899999972"
"776","148.2899996396","148.2899996396","148.2899996396"
"777","148.2899996396","148.2899996396","148.2899996396"
"778","148.2900005803","148.2900005803","148.2900005803"
"779","148.2900021654","148.2900021654","148.2900021654"
"780","148.2899999991","148.2899999991","148.2899999991"
"781","148.2899999991","148.2899999991","148.2899999991"
"782","148.2900000624","148.2900000624","148.2900000624"
"783","148.2899988182","148.2899988182","148.2899988182"
"784","148.2899995316","148.2899995316","148.2899995316"
"785","148.2899995316","148.2899995316","148.2899995316"
"786","148.2799989413","148.2799989413","148.2799989413"
"787","148.2900008634","148.2900008634","148.2900008634"
"788","148.2900004797","148.2900004797","148.2900004797"
"789","148.2900004797","148.2900004797","148.2900004797"
"790","148.2899997123","148.2899997123","148.2899997123"
"791","148.2899987288","148.2899987288","148.2899987288"
"792","5.97999998","5.97999998","5.97999998"
"793","5.97999998","5.97999998","5.97999998"
"794","148.2899997104","148.2899997104","148.2899997104"
"795","148.2899998855","148.2899998855","148.2899998855"
"796","148.2899998855","148.2899998855","148.2899998855"
"797","148.2900007982","148.2900007982","148.2900007982"
"798","148.2899986748","148.2899986748","148.2899986748"
"799","148.2899986748","148.2899986748","148.2899986748"
"800","148.2900018468","148.2900018468","148.2900018468"
"801","14.1599999461","14.1599999461","14.1599999461"
"802","148.2899998948","148.2899998948","148.2899998948"
"803","148.2899998948","148.2899998948","148.2899998948"
"804","148.2899998855","148.2899998855","148.2899998855"
"805","148.2900009193","148.2900009193","148.2900009193"
"806","148.2900009193","148.2900009193","148.2900009193"
"807","1.7399999853","1.7399999853","1.7399999853"
"808","148.2900015693","148.2900015693","148.2900015693"
"809","148.2900015693","148.2900015693","148.2900015693"
"810","148.290002007","148.290002007","148.290002007"
"811","148.2899998892","148.2899998892","148.2899998892"
"812","148.2899988629","148.2899988629","148.2899988629"
"813","15.349999899","15.349999899","15.349999899"
"814","148.2900018133","148.2900018133","148.2900018133"
"815","148.2900018133","148.2900018133","148.2900018133"
"816","148.2900016811","148.2900016811","148.2900016811"
"817","148.2900016811","148.2900016811","148.2900016811"
"818","148.2899998929","148.2899998929","148.2899998929"
"819","148.2900005765","148.2900005765","148.2900005765"
"820","148.2900005765","148.2900005765","148.2900005765"
"821","148.2899999563","148.2899999563","148.2899999563"
"822","148.2899999078","148.2899999078","148.2899999078"
"823","148.2899999078","148.2899999078","148.2899999078"
"824","148.2899998613","148.2899998613","148.2899998613"
"825","148.2899999227","148.2899999227","148.2899999227"
"826","148.2899999227","148.2899999227","148.2899999227"
"827","148.2900000103","148.2900000103","148.2900000103"
"828","148.2899998911","148.2899998911","148.2899998911"
"829","148.2899998911","148.2899998911","148.2899998911"
"830","148.2899985462","148.2899985462","148.2899985462"
"831","148.2900020983","148.2900020983","148.2900020983"
"832","148.2900020983","148.2900020983","148.2900020983"
"833","148.2900020704","148.2900020704","148.2900020704"
"834","148.2899999376","148.2899999376","148.2899999376"
"835","148.2899999376","148.2899999376","148.2899999376"
"836","148.2899963427","148.2899963427","148.2899963427"
"837","148.2899999768","148.2899999768","148.2899999768"
"838","148.2899963353","148.2899963353","148.2899963353"
"839","148.2899963353","148.2899963353","148.2899963353"
"840","148.2899999171","148.2899999171","148.2899999171"
"841","148.2899999674","148.2899999674","148.2899999674"
"842","148.2900023889","148.2900023889","148.2900023889"
"843","148.2900023889","148.2900023889","148.2900023889"
"844","148.2900020685","148.2900020685","148.2900020685"
"845","148.2899998706","148.2899998706","148.2899998706"
"846","148.2899999991","148.2899999991","148.2899999991"
"847","2.099999981","2.099999981","2.099999981"
"848","148.2899998631","148.2899998631","148.2899998631"
"849","148.2899998631","148.2899998631","148.2899998631"
"850","148.2899997868","148.2899997868","148.2899997868"
"851","148.2899999544","148.2899999544","148.2899999544"
"852","148.2899999339","148.2899999339","148.2899999339"
"853","148.2899999339","148.2899999339","148.2899999339"
"854","5.6299999952","5.6299999952","5.6299999952"
"855","6.320000004","6.320000004","6.320000004"
"856","148.2899998501","148.2899998501","148.2899998501"
"857","148.2899999246","148.2899999246","148.2899999246"
"858","148.2899999246","148.2899999246","148.2899999246"
"859","148.2899966333","148.2899966333","148.2899966333"
"860","148.2899999879","148.2899999879","148.2899999879"
"861","148.2899999786","148.2899999786","148.2899999786"
"862","148.2899999302","148.2899999302","148.2899999302"
"863","148.2899999302","148.2899999302","148.2899999302"
"864","148.2899999451","148.2899999451","148.2899999451"
"865","148.2899998985","148.2899998985","148.2899998985"
"866","148.2899998631","148.2899998631","148.2899998631"
"867","148.2899998631","148.2899998631","148.2899998631"
"868","148.2900011223","148.2900011223","148.2900011223"
"869","148.2899981663","148.2899981663","148.2899981663"
"870","148.2899986785","148.2899986785","148.2899986785"
"871","148.2899986785","148.2899986785","148.2899986785"
"872","148.2899999097","148.2899999097","148.2899999097"
"873","148.2899999265","148.2899999265","148.2899999265"
"874","148.2899967041","148.2899967041","148.2899967041"
"875","148.2899967041","148.2899967041","148.2899967041"
"876","148.2899998706","148.2899998706","148.2899998706"
"877","148.2300021853","148.2300021853","148.2300021853"
"878","148.2300021853","148.2300021853","148.2300021853"
"879","148.2899999823","148.2899999823","148.2899999823"
"880","148.2899999171","148.2899999171","148.2899999171"
"881","148.2899999432","148.2899999432","148.2899999432"
"882","148.2899999432","148.2899999432","148.2899999432"
"883","148.2899997123","148.2899997123","148.2899997123"
"884","148.2900000568","148.2900000568","148.2900000568"
"885","148.2900000568","148.2900000568","148.2900000568"
"886","148.2899998203","148.2899998203","148.2899998203"
"887","148.2900000308","148.2900000308","148.2900000308"
"888","148.2899999525","148.2899999525","148.2899999525"
"889","148.2899999842","148.2899999842","148.2899999842"
"890","148.2899999842","148.2899999842","148.2899999842"
"891","148.2899998855","148.2899998855","148.2899998855"
"892","148.2899999768","148.2899999768","148.2899999768"
"893","148.2899964675","148.2899964675","148.2899964675"
"894","148.2899964675","148.2899964675","148.2899964675"
"895","148.2900020685","148.2900020685","148.2900020685"
"896","148.2900000382","148.2900000382","148.2900000382"
"897","148.2900009304","148.2900009304","148.2900009304"
"898","148.2900000419","148.2900000419","148.2900000419"
"899","148.289999973","148.289999973","148.289999973"
"900","148.289999973","148.289999973","148.289999973"
"901","148.2899999376","148.2899999376","148.2899999376"
"902","148.2899999376","148.2899999376","148.2899999376"
"903","148.2900029812","148.2900029812","148.2900029812"
"904","148.2899998389","148.2899998389","148.2899998389"
"905","148.2899974752","148.2899974752","148.2899974752"
"906","148.2900001146","148.2900001146","148.2900001146"
"907","148.2900001146","148.2900001146","148.2900001146"
"908","148.2899999656","148.2899999656","148.2899999656"
"909","148.290000882","148.290000882","148.290000882"
"910","148.2899987772","148.2899987772","148.2899987772"
"911","148.2899996992","148.2899996992","148.2899996992"
"912","148.2899996024","148.2899996024","148.2899996024"
"913","148.2900008187","148.2900008187","148.2900008187"
"914","148.2900008187","148.2900008187","148.2900008187"
"915","148.2900021002","148.2900021002","148.2900021002"
"916","148.2899965923","148.2899965923","148.2899965923"
"917","148.2899988014","148.2899988014","148.2899988014"
"918","148.2900030781","148.2900030781","148.2900030781"
"919","148.2900030781","148.2900030781","148.2900030781"
"920","148.2899999078","148.2899999078","148.2899999078"
"921","148.2899966016","148.2899966016","148.2899966016"
"922","4.8899999652","4.8899999652","4.8899999652"
"923","148.290000068","148.290000068","148.290000068"
"924","148.290000068","148.290000068","148.290000068"
"925","148.2899982166","148.2899982166","148.2899982166"
"926","148.2899998967","148.2899998967","148.2899998967"
"927","148.2899999358","148.2899999358","148.2899999358"
"928","148.2900008876","148.2900008876","148.2900008876"
"929","148.2900008876","148.2900008876","148.2900008876"
"930","148.2899999619","148.2899999619","148.2899999619"
"931","148.2900000028","148.2900000028","148.2900000028"
"932","148.2899984829","148.2899984829","148.2899984829"
"933","148.2900027782","148.2900027782","148.2900027782"
"934","148.2900001705","148.2900001705","148.2900001705"
"935","148.2899976037","148.2899976037","148.2899976037"
"936","148.2900008485","148.2900008485","148.2900008485"
"937","148.2899975013","148.2899975013","148.2899975013"
"938","148.2900000401","148.2900000401","148.2900000401"
"939","148.2900000401","148.2900000401","148.2900000401"
"940","148.2899974845","148.2899974845","148.2899974845"
"941","148.2899996769","148.2899996769","148.2899996769"
"942","148.2899996769","148.2899996769","148.2899996769"
"943","148.2900000568","148.2900000568","148.2900000568"
"944","148.2900028657","148.2900028657","148.2900028657"
"945","148.2899991684","148.2899991684","148.2899991684"
"946","148.2899991684","148.2899991684","148.2899991684"
"947","148.2899975907","148.2899975907","148.2899975907"
"948","148.2900000792","148.2900000792","148.2900000792"
"949","148.2899987102","148.2899987102","148.2899987102"
"950","148.2899964377","148.2899964377","148.2899964377"
"951","148.2899988033","148.2899988033","148.2899988033"
"952","148.290000163","148.290000163","148.290000163"
"953","148.290003024","148.290003024","148.290003024"
"954","148.2899999656","148.2899999656","148.2899999656"
"955","148.2900035195","148.2900035195","148.2900035195"
"956","148.2900035195","148.2900035195","148.2900035195"
"957","148.2900018822","148.2900018822","148.2900018822"
"958","148.290001573","148.290001573","148.290001573"
"959","148.2899987195","148.2899987195","148.2899987195"
"960","148.2899999674","148.2899999674","148.2899999674"
"961","148.2900000568","148.2900000568","148.2900000568"
"962","148.2899988815","148.2899988815","148.2899988815"
"963","148.2899998426","148.2899998426","148.2899998426"
"964","148.2899998426","148.2899998426","148.2899998426"
"965","148.2900008447","148.2900008447","148.2900008447"
"966","148.2899983954","148.2899983954","148.2899983954"
"967","148.2899998631","148.2899998631","148.2899998631"
"968","148.2900000736","148.2900000736","148.2900000736"
"969","148.2899998818","148.2899998818","148.2899998818"
"970","148.2900032625","148.2900032625","148.2900032625"
"971","148.2900001667","148.2900001667","148.2900001667"
"972","148.290000027","148.290000027","148.290000027"
"973","148.2899965458","148.2899965458","148.2899965458"
"974","148.2900000904","148.2900000904","148.2900000904"
"975","148.2900026627","148.2900026627","148.2900026627"
"976","148.2900005486","148.2900005486","148.2900005486"
"977","148.2899999544","148.2899999544","148.2899999544"
"978","148.28999996","148.28999996","148.28999996"
"979","148.28999996","148.28999996","148.28999996"
"980","148.2900000252","148.2900000252","148.2900000252"
"981","148.2900019791","148.2900019791","148.2900019791"
"982","148.2899975237","148.2899975237","148.2899975237"
"983","148.2899997029","148.2899997029","148.2899997029"
"984","6.6800000053","6.6800000053","6.6800000053"
"985","148.2899999693","148.2899999693","148.2899999693"
"986","148.29000099","148.29000099","148.29000099"
"987","148.2899983078","148.2899983078","148.2899983078"
"988","148.2899999134","148.2899999134","148.2899999134"
"989","148.2900030538","148.2900030538","148.2900030538"
"990","148.2900000885","148.2900000885","148.2900000885"
"991","148.2899965998","148.2899965998","148.2899965998"
"992","148.2900000364","148.2900000364","148.2900000364"
"993","148.2899998054","148.2899998054","148.2899998054"
"994","148.2899979521","148.2899979521","148.2899979521"
"995","148.2899979521","148.2899979521","148.2899979521"
"996","148.2900000289","148.2900000289","148.2900000289"
"997","148.2900000904","148.2900000904","148.2900000904"
"998","148.2899974436","148.2899974436","148.2899974436"
"999","148.2900022157","148.2900022157","148.2900022157"